Part 2a
The sum the total length of all movies: 167446
Part 2b
 Popularity   |      Movie Title
     41       |   Nightmare on Elm Street, Pt. 5, The Dream Child
     41       |   There's a Girl in My Soup               
     41       |   Hollywood's Greatest War Movies         
     41       |   Critical Condition                      
     41       |   Innerspace                              
     41       |   Mississippi Burning                     
     41       |   Kissing Place, The                      
     41       |   Kandyland                               
     41       |   Basic Instinct                          
     41       |   Kings of the Road (In the Course of Time)
     41       |   Castaway                                
     41       |   Kitchen Toto, THe                       
     41       |   Beverly Hills Cop                       
     41       |   Man with the Golden Gun, The            
     41       |   Angelic Conversation, The               
     40       |   Stir Crazy                              
     40       |   Gold of Naples, The                     
     40       |   Slumber Party Massacre III              
     40       |   Red Sonja                               
     40       |   I Love All of You (Je Vous Aime)        
     40       |   Persuaders, The Overture, The           
     40       |   Wrong Box, The                          
     40       |   Shadows of the West                     
     40       |   Last of the Red Hot Lovers              
     40       |   Once upon a Wheel                       
     40       |   Ninotchka                               
     40       |   Quick & The Dead, The                   
     40       |   Miami Cops                              
     40       |   Idiot, The                              
     40       |   Mother Lode                             
     40       |   International Velvet                    
     40       |   Paramount Comedy Theater: Well-Developed
     40       |   Maximum Overdrive                       
     40       |   Man Who Loved Cat Dancing, The          
     39       |   Official Story, The                     
     39       |   Last of Sheila, The                     
     39       |   Tom Jones                               
     39       |   Rome Adventure                          
     39       |   Fellow Traveller                        
     39       |   Victory                                 
     39       |   Legal Eagles                            
     39       |   Ms. Don Juan                            
     39       |   Island of Dr. Moreau, The               
     39       |   Monster in the Closet                   
     39       |   American Graffiti                       
     39       |   Judgment at Nuremberg                   
     39       |   Hamlet                                  
     39       |   Rope                                    
     39       |   Maitresse                               
     39       |   Christopher Columbus: The Discovery     
     38       |   West Side Story                         
     38       |   Heavens Above                           
     38       |   Charly                                  
     38       |   Runaway Barge, The                      
     38       |   James Taylor in Concert                 
     38       |   Naked Night, The                        
     38       |   Campus Man                              
     38       |   White Sands                             
     38       |   Lady from Louisiana                     
     38       |   Blue City                               
     37       |   Bloodbath                               
     37       |   Fuzz                                    
     37       |   Good Morning, Vietnam                   
     37       |   Hour of the Wolf                        
     37       |   French Lieutenant's Woman, The          
     37       |   Operation Nam                           
     37       |   Beverly Hills Cop II                    
     37       |   That Naughty Girl                       
     37       |   Shop on Main Street, The                
     37       |   Road to Hong Kong                       
     36       |   Unnamable II, The Statement of Randolph Carter, The
     36       |   Two Mules for Sister Sara               
     36       |   Videodrome                              
     36       |   Woman Times Seven                       
     36       |   Lilies of the Field                     
     36       |   Wheel of Fortune                        
     36       |   Kids & Pesticides                       
     36       |   From the Hip                            
     36       |   Easy Rider                              
     36       |   Green Berets, The                       
     36       |   Under Cover                             
     36       |   Hard Ticket to Hawaii                   
     36       |   Germicide                               
     36       |   Bobby Deerfield                         
     36       |   Midway                                  
     36       |   Ikiru                                   
     36       |   Secret Policeman's Private Parts, The   
     36       |   Samson & Delilah                        
     36       |   Mistress                                
     36       |   People, The                             
     35       |   Snow Kill                               
     35       |   Sunshine Boys, The                      
     35       |   Final Countdown, The                    
     35       |   Grim Reaper, The                        
     35       |   Too Beautiful for You                   
     35       |   Fighting Seabees, The                   
     35       |   Torn Curtain                            
     35       |   American Friend, The                    
     35       |   Matt Talbot                             
     35       |   Au Revoir les Enfants                   
     35       |   Mutiny on the Bounty                    
     35       |   Lawless Frontier, The                   
     35       |   Burnt Offerings                         
     35       |   Anna Karenina                           
     35       |   Return of October                       
     35       |   Seventh Cross, The                      
     34       |   Voyage of the Damned                    
     34       |   Dragon Seed                             
     34       |   Naked Truth, The                        
     34       |   Ravishing Idiot, The                    
     34       |   Matador                                 
     34       |   Europa Fifty-One                        
     34       |   Quiller Memorandum, The                 
     34       |   Manhunt, The                            
     34       |   For a Few Dollars More                  
     34       |   Into the Homeland                       
     34       |   Steve Martin, The Funnier Side of Eastern Canada
     34       |   Yellowbeard                             
     34       |   Caddyshack 2                            
     34       |   Electric Horseman, The                  
     34       |   Rabid                                   
     33       |   Pals of the Saddle                      
     33       |   Casablanca Express                      
     33       |   Elena & Her Men                         
     33       |   Fly, The                                
     33       |   Producers, The                          
     33       |   Court-Martial of Jackie Robinson, The   
     33       |   All New Tales from the Crypt, A Trilogy 
     33       |   Monty Python's the Meaning of Life      
     33       |   Midnight Cowboy                         
     33       |   Hunchback                               
     33       |   After Dark My Sweet                     
     33       |   Scalphunters, The                       
     33       |   Empire Strikes Back, The                
     33       |   Napoleon & Samantha                     
     33       |   Tempest                                 
     33       |   One Frightened Night                    
     32       |   Scanners                                
     32       |   Walpurgis Night                         
     32       |   Moonraker                               
     32       |   Immaculate Collection, The              
     32       |   Let It Rock                             
     32       |   Terms of Endearment                     
     32       |   Shining, The                            
     32       |   Party, The                              
     32       |   Unforgiven, The                         
     32       |   My Left Foot                            
     32       |   Ironweed                                
     32       |   Last Temptation of Christ, The          
     32       |   Passenger, The                          
     32       |   Freshman, The                           
     32       |   Intermezzo                              
     32       |   Jubal                                   
     32       |   Camille Claudel                         
     32       |   Rachel, Rachel                          
     32       |   Shadow of a Doubt                       
     32       |   Apache Woman                            
     31       |   North to Alaska                         
     31       |   Bells of St. Mary's, The                
     31       |   No Regrets for Our Youth                
     31       |   Secret Beyond the Door                  
     31       |   Stacey!                                 
     31       |   Falling in Love                         
     31       |   Shock 'em Dead                          
     31       |   Think Dirty                             
     31       |   Cyborg                                  
     31       |   Running Man, The                        
     31       |   Little Prince, The                      
     31       |   Being There                             
     31       |   Night Gallery                           
     31       |   Juice                                   
     31       |   Ranger of the Cherokee Strip            
     31       |   My Best Girl                            
     31       |   Roller Blade                            
     31       |   Gangbusters                             
     30       |   Amazon                                  
     30       |   Funny Farm                              
     30       |   Chattahoochee                           
     30       |   Wagon Master                            
     30       |   Missing                                 
     30       |   Winter People                           
     30       |   Going Under                             
     30       |   A Very Private Affair                   
     30       |   Riders of Destiny                       
     30       |   Bright Lights, Big City                 
     30       |   Tom Thumb                               
     30       |   Valley Girl                             
     30       |   Funny Girl                              
     30       |   John Wayne Matinee Double Feature, No. 1
     29       |   Moon in the Gutter, The                 
     29       |   Monte Walsh                             
     29       |   Saint, The                              
     29       |   Fiendish Plot of Dr. Fu Manchu, The     
     29       |   Police Academy 6: City under Siege      
     29       |   Circus World                            
     29       |   Wait Until Spring Bandini               
     29       |   Mr. & Mrs. Bridge                       
     29       |   Spiders                                 
     29       |   Money, The                              
     29       |   Dead Ringers                            
     29       |   Port of Call                            
     29       |   Culpepper Cattle Company, The           
     29       |   Exorcist II, The Heretic                
     29       |   Wings of Eagles, The                    
     29       |   Prom Night III, The Last Kiss           
     29       |   Ginger & Fred                           
     29       |   Butch Cassidy & the Sundance Kid        
     29       |   French Lesson                           
     29       |   Alamo, The                              
     29       |   And God Created Woman                   
     28       |   Father Murphy, A Horse from Heaven      
     28       |   Ladykillers, The                        
     28       |   Doughnuts & Society                     
     28       |   John Wayne Matinee Double Feature, No. 4
     28       |   Drowning by Numbers                     
     28       |   Trouble with Harry, The                 
     28       |   Exorcist, The                           
     28       |   Secret War of Harry Frigg, The          
     28       |   Stewardess School                       
     28       |   QB VII                                  
     28       |   Neath the Arizona Skies                 
     28       |   Cadillac Man                            
     28       |   After the Shock                         
     28       |   Elvira Madigan                          
     28       |   Patriot Games                           
     28       |   Last Tango in Paris                     
     28       |   Thirty Is a Dangerous Age, Cynthia      
     28       |   Cousins                                 
     28       |   Sugarland Express, The                  
     28       |   American Angels: Baptism of Blood, The  
     28       |   Risky Business                          
     28       |   Magnum Force                            
     27       |   Lone Star Trail, The                    
     27       |   Lady Vanishes                           
     27       |   Gardens of Stone                        
     27       |   Outer Limits, The                       
     27       |   Dakota                                  
     27       |   U S. Sub Standard.                      
     27       |   Paris, Texas                            
     27       |   Spy Who Loved Me, The                   
     27       |   Hollywood Out-Takes & Rare Footage      
     27       |   Silent Movie                            
     27       |   Men, The                                
     27       |   In Old California                       
     27       |   Human Desire                            
     27       |   Pet Sematary                            
     27       |   Stark                                   
     27       |   Glory Stompers, The                     
     27       |   Control                                 
     26       |   Dead Pool, The                          
     26       |   Greatest Story Ever Told, The           
     26       |   Woman Who Came Back                     
     26       |   One Eyed Jacks                          
     26       |   Great White Death                       
     26       |   Salsa: The Motion Picture               
     26       |   Powderkeg                               
     26       |   Partner                                 
     26       |   Wild One, The                           
     26       |   Freejack                                
     26       |   Return Engagement                       
     26       |   Only One Night                          
     26       |   Ride in the Whirlwind                   
     26       |   Maverick, Duel at Sundown               
     26       |   Rocket Gibraltar                        
     26       |   Empire of Spiritual Ninja               
     26       |   Naked Obsession                         
     26       |   Long Gray Line, The                     
     26       |   Left Handed Gun, The                    
     25       |   Nothing But Trouble                     
     25       |   Gaslight                                
     25       |   Today We Kill....Tomorrow We Die        
     25       |   Erik the Viking                         
     25       |   Mademoiselle Striptease                 
     25       |   Violent Men, The                        
     25       |   Prizzi's Honor                          
     25       |   Crack-Up                                
     25       |   Wisdom                                  
     25       |   Hearts of Fire                          
     25       |   Raging Bull                             
     25       |   Boy Who Could Fly, The                  
     25       |   Survival Zone                           
     25       |   Street People                           
     25       |   Philadelphia Story, The                 
     25       |   Wrong Arm of the Law, The               
     25       |   Green Card                              
     25       |   Wholly Moses!                           
     25       |   Working Girl                            
     25       |   Rear Window                             
     25       |   Bounty, The                             
     24       |   Anastasia                               
     24       |   Black & White in Color                  
     24       |   Savage Intruder, The                    
     24       |   Monty Python's Flying Circus, Vol 1.    
     24       |   Scream                                  
     24       |   Seven Sinners                           
     24       |   Smallest Show on Earth, The             
     24       |   La Chevre, (The Goat)                   
     24       |   Postman Always Rings Twice, The         
     24       |   Killer Tomatoes Strike Back             
     24       |   Lonely Passion of Judith Hearne, The    
     24       |   A Certain Sacrifice                     
     24       |   Quick Change                            
     24       |   Fair Game                               
     24       |   Strange Brew                            
     24       |   Night on Earth                          
     24       |   John Wayne Matinee Double Feature, No. 3
     24       |   Bird                                    
     24       |   Nineteen Forty-One                      
     24       |   Final Terror, The                       
     23       |   Squeeze, The                            
     23       |   Colors                                  
     23       |   Impulse                                 
     23       |   Barfly                                  
     23       |   Mannequin                               
     23       |   Raising Arizona                         
     23       |   A Smoky Mountain Christmas              
     23       |   Girl from Petrovka, The                 
     23       |   Shakespeare Series                      
     23       |   I'm All Right Jack                      
     23       |   Mystery Train                           
     23       |   Hell Town                               
     23       |   Othello, The Lost Masterpiece           
     23       |   Class of 1984                           
     23       |   I Died a Thousand Times                 
     23       |   Flying Leathernecks                     
     23       |   Twins                                   
     23       |   All about Eve                           
     23       |   Sagebrush Trail                         
     23       |   On Golden Pond                          
     23       |   Intimate Stranger                       
     22       |   Last Movie, The                         
     22       |   Little Women                            
     22       |   Escape from Alcatraz                    
     22       |   Hollywood Mavericks                     
     22       |   Altered States                          
     22       |   Bloopers from Star Trek                 
     22       |   John Wayne Western Greats, Rio Bravo    
     22       |   Big Trail, The                          
     22       |   Alice                                   
     22       |   Jerk, The                               
     22       |   Wildcats                                
     22       |   Desiree                                 
     22       |   Hellfighters                            
     22       |   Code Name, Emerald                      
     21       |   Second Coming of Suzanne., The          
     21       |   Boys Town                               
     21       |   My Life As a Dog                        
     21       |   Ratings Game, The                       
     21       |   They Came from Within                   
     21       |   Super Duper Bloopers                    
     21       |   Elizabeth Taylor Collection, The        
     21       |   Wild Geese, The                         
     21       |   Rainmaker, The                          
     21       |   Orphans                                 
     21       |   My Country Right or Wrong               
     21       |   Fighting Vigilantes, The                
     20       |   Mission, The                            
     20       |   Children of a Lesser God                
     20       |   Roadhouse Sixty-Six                     
     20       |   Vincent, Francois, Paul & the Others    
     20       |   Picasso Trigger                         
     20       |   Wait Until Spring, Bandini              
     20       |   Puppet Master                           
     20       |   King Kong Lives!                        
     20       |   Endless Love                            
     20       |   A Man for All Seasons                   
     20       |   Steppenwolf                             
     20       |   A Stolen Life                           
     20       |   Like Father Like Son                    
     20       |   Best of the Big Laff Off, The           
     20       |   La Dolce Vita                           
     20       |   Purple Rose of Cairo, The               
     20       |   Gotta Dance, Gotta Sing                 
     20       |   Masculine Feminine                      
     20       |   Devil's Eye, The                        
     20       |   North by Northwest                      
     19       |   Shadow of the Eagle, The                
     19       |   Flashback                               
     19       |   Hot Money                               
     19       |   Quintet                                 
     19       |   Edison the Man                          
     19       |   Big Fix, The                            
     19       |   Skull                                   
     19       |   Crashing Thru                           
     19       |   Dollar                                  
     19       |   Stand & Deliver                         
     19       |   Manhunter                               
     19       |   Flatliners                              
     19       |   Adventures in Dinosaur City             
     19       |   Sayonara                                
     19       |   Santa Claus, The Movie                  
     18       |   Witches, The                            
     18       |   Comedy Tonight                          
     18       |   Bold Frontiersman, The                  
     18       |   Modern Love                             
     18       |   She's Having a Baby                     
     18       |   Cries & Whispers                        
     18       |   Catch a Rising Star, Tenth Anniversary  
     18       |   Women in Love.                          
     18       |   Old Maid, The                           
     18       |   School Daze                             
     18       |   Gauntlet, The                           
     18       |   Inherit the Wind                        
     17       |   Heroes                                  
     17       |   Business As Usual                       
     17       |   Frantic                                 
     17       |   Strangers on a Train                    
     17       |   So Fine                                 
     17       |   Riders of Pasco Basin                   
     17       |   Terminator, The                         
     17       |   Night Is My Future                      
     17       |   Joe Versus the Volcano                  
     17       |   Bloody Mama                             
     17       |   Big Top Pee-wee                         
     17       |   Tex Rides with the Boy Scouts           
     17       |   Crackers                                
     17       |   Cocaine Cowboys                         
     17       |   Hiroshima                               
     17       |   Tragedy of a Ridiculous Man             
     16       |   Yakuza, The                             
     16       |   Twenty Four Hours in a Woman's Life     
     16       |   Lady from Shanghai                      
     16       |   Lair of the White Worm, The             
     16       |   Young Sherlock Holmes                   
     16       |   Thunderbolt & Lightfoot                 
     16       |   Wise Guys                               
     16       |   Voulez-Vous Danser Avec Moi?            
     16       |   Ensign Pulver                           
     16       |   Red River                               
     16       |   Running Out of Luck                     
     16       |   Hurricane Smith                         
     16       |   Hideaways                               
     16       |   Some Kind of Wonderful                  
     15       |   Klute                                   
     15       |   Love Songs                              
     15       |   A Woman Called Golda                    
     15       |   Ninja Masters of Death                  
     15       |   Le Choix des Armes                      
     15       |   Appaloosa, The                          
     15       |   Vampire Raiders, Ninja Queen            
     15       |   Deep Cover                              
     15       |   Man Who Knew Too Much, The              
     15       |   Scrooged                                
     15       |   Blood Alley                             
     15       |   Good Fellas                             
     14       |   Reckless                                
     14       |   Dreams                                  
     14       |   Days of Heaven                          
     14       |   Deceivers, The                          
     14       |   Housesitter                             
     14       |   Pelle the Conqueror                     
     14       |   Target Eagle                            
     14       |   Fourth Protocol, The                    
     14       |   Big Jim McLain                          
     14       |   June Night                              
     14       |   Beauty & the Beast                      
     14       |   Batman                                  
     14       |   Broadway Danny Rose                     
     14       |   Joe Piscopo New Jersey Special          
     14       |   Almost an Angel                         
     13       |   Cry of the Innocent                     
     13       |   Judgement in Berlin                     
     13       |   Exodus                                  
     13       |   Death of a Salesman                     
     13       |   Golden Ninja Invasion                   
     13       |   America's Music, Gospel                 
     13       |   Stakeout                                
     13       |   Desire under the Elms                   
     13       |   Cocktail                                
     13       |   Test Pilot                              
     13       |   Sounds of the Seventies...& the Beat Goes
     13       |   Bill Cosby, Live at Harrah's            
     13       |   Last Time I Saw Paris, The              
     12       |   A Big Hand for the Little Lady          
     12       |   Sweet Liberty                           
     12       |   Penn & Teller Get Killed                
     12       |   Little Dorrit                           
     12       |   Best of Candid Camera, The              
     12       |   Minsky's Follies                        
     12       |   Exile in Concert                        
     12       |   Woman of the Year                       
     12       |   Ferris Bueller's Day Off                
     12       |   Cahill, United States Marshal           
     12       |   Topaz                                   
     12       |   Pink Cadillac                           
     12       |   Lady for a Night                        
     12       |   Sweet Smell of Success                  
     12       |   Prisoner of Zenda, The                  
     12       |   My Darling Clementine                   
     11       |   Casino Royale                           
     11       |   California Suite                        
     11       |   Sundays & Cybele                        
     11       |   Coming to America                       
     11       |   Killers of Kilimanjaro                  
     11       |   Summer                                  
     11       |   Teahouse of the August Moon             
     11       |   Bloodbrothers                           
     11       |   Elephant Walk                           
     11       |   Star Trek VI: The Undiscovered Country  
     11       |   Hawks                                   
     11       |   Monty Python's Life of Brian            
     11       |   No Mercy                                
     11       |   Tom Sawyer                              
     11       |   Harlem Nights                           
     11       |   Shining Through                         
     11       |   Madame Rosa                             
     11       |   Clint Eastwood Collection, The          
     11       |   Big Town, The                           
     11       |   Stanley & Livingstone                   
     10       |   Young Lions, The                        
     10       |   Rain Killer, The                        
     10       |   El Cid                                  
     10       |   Kiss of the Spider Woman                
     10       |   Fire & Rain                             
     10       |   Clockwise                               
     10       |   If Looks Could Kill                     
     10       |   Life with Father                        
     10       |   Vertigo                                 
     10       |   Blame It on Rio                         
     10       |   My Fair Lady                            
     10       |   Final Alliance, The                     
     10       |   Carnal Knowledge                        
     10       |   Frisco Kid, The                         
     10       |   Going for the Gold                      
     10       |   No Small Affair                         
     10       |   Day for Night                           
     10       |   Mr Love.                                
     9        |   Searchers, The                          
     9        |   Eighty-Four Charing Cross Road          
     9        |   Plenty                                  
     9        |   Dead-Bang                               
     9        |   Back to the Future                      
     9        |   Basil The Rat                           
     9        |   Seven Samurai                           
     9        |   Judge Priest                            
     9        |   Deadline                                
     9        |   Death Valley Days, Deadly Decision      
     9        |   Glitz                                   
     9        |   Lionheart                               
     9        |   Morituri                                
     9        |   Tango & Cash                            
     9        |   Bandolero!                              
     9        |   Naked Gun: From the Files of Police Squad!, THe
     9        |   Boxing Babes                            
     9        |   Hannie Caulder                          
     9        |   Masque of the Red Death                 
     9        |   Fire with Fire                          
     8        |   New York, New York                      
     8        |   Le Repos Du Guerrier, (Warrior's Rest)  
     8        |   Born on the Fourth of July              
     8        |   Awakenings                              
     8        |   Packin' It In                           
     8        |   Godfather, The                          
     8        |   Godfather, Pt 2., The                   
     8        |   Addams Family, The                      
     8        |   Thirty-Nine Steps, The                  
     8        |   Bullseye!                               
     8        |   Patton                                  
     8        |   Firemen's Ball, The                     
     8        |   Highlander                              
     8        |   Pioneer Marshal                         
     8        |   Married to the Mob                      
     8        |   Raiders of the Lost Ark                 
     8        |   Indiana Jones & the Last Crusade        
     8        |   Torn Apart                              
     8        |   Fisher King, The                        
     8        |   Apocalypse Now                          
     8        |   Hawaii                                  
     8        |   Boy Friend, THe                         
     8        |   Torment                                 
     8        |   Name of the Rose, The                   
     8        |   Platoon                                 
     8        |   Mister Roberts                          
     8        |   Thunderball                             
     8        |   Hunt for Red October, The               
     8        |   Terminator 2                            
     8        |   Rain Man                                
     8        |   Murder on the Orient Express            
     8        |   Killer Image.                           
     8        |   Dead Poets Society                      
     8        |   Lawless Frontier                        
     8        |   Tootsie                                 
     8        |   Silence of the Lambs, The               
     8        |   Virgin Spring, The                      
     8        |   Scenes from a Mall                      
     8        |   Hannah & Her Sisters                    
     8        |   Witches of Eastwick, The                
     8        |   Diamonds are Forever                    
     8        |   Romantic Comedy                         
     8        |   E. T. The Extra-Terrestrial             
     8        |   Total Recall                            
     8        |   Never Say Never Again                   
     8        |   Kramer vs. Kramer                       
     8        |   Top Gun                                 
     8        |   Hurricane                               
     8        |   Dances with Wolves                      
     8        |   Robin Hood: Prince of Thieves           
     7        |   Joan of Arc                             
     7        |   Gandhi                                  
     7        |   Hurricane Express                       
     7        |   Border Shootout                         
     7        |   Nine & a Half Weeks                     
     7        |   Blind Date                              
     7        |   Outland                                 
     7        |   Appointment in Honduras                 
     7        |   Dangerous Moves                         
     7        |   Paper Chase, The                        
     7        |   Sometimes a Great Notion                
     7        |   Battleground, The                       
     7        |   Bad Boys                                
     7        |   Great Train Robbery, The                
     7        |   Big Blue, The                           
     7        |   Longest Day, The                        
     7        |   A Fish Called Wanda                     
     7        |   Bellboy & the Playgirls, The            
     7        |   Another Woman                           
     7        |   Untouchables, The                       
     7        |   Dr. No                                  
     7        |   Two-Way Stretch                         
     7        |   Cape Fear                               
     7        |   Priceless Beauty                        
     7        |   Shy People                              
     7        |   Red Tent, The                           
     7        |   Naked Lie                               
     7        |   Bedtime Story                           
     6        |   New York Stories                        
     6        |   Garrison Keillor's Home                 
     6        |   Web of Deceit                           
     6        |   Quo Vadis                               
     6        |   Zardoz                                  
     6        |   Police Academy 3: Back in Training      
     6        |   Swing It Sailor!                        
     6        |   Cuba                                    
     6        |   Will Rogers, Look Back in Laughter      
     6        |   Sanjuro                                 
     6        |   Blue Velvet                             
     6        |   Killing Fields, The                     
     6        |   La Femme Nikita                         
     6        |   Moonstruck                              
     6        |   End of Innocence, The                   
     6        |   Man Who Would Be King, The              
     6        |   Wild at Heart                           
     6        |   I Will, I Will...For Now                
     6        |   Crossing Delancey                       
     6        |   Ghost                                   
     6        |   Medicine Man                            
     6        |   Live at Harrah's                        
     6        |   Chariots of Fire                        
     6        |   Offence, The                            
     6        |   Amadeus                                 
     6        |   House on Carroll Street, The            
     6        |   Goodbye Again                           
     6        |   From Russia with Love                   
     6        |   Cat Chaser                              
     6        |   Driving Miss Daisy                      
     6        |   What about Bob?                         
     6        |   Color of Money, The                     
     6        |   Subway                                  
     6        |   Robin & Marian                          
     6        |   Passion of Anna, The                    
     6        |   Empire of the Sun                       
     6        |   Goodbye Girl, The                       
     6        |   Sammy & Rosie Get Laid                  
     6        |   Morning After, The                      
     6        |   Overboard                               
     6        |   Jaws                                    
     6        |   A Fine Madness                          
     6        |   Executive Action                        
     6        |   Eddie Murphy, Delirious                 
     6        |   Hallelujah Trail, The                   
     6        |   Wall Street                             
     6        |   Vanishing Westerner                     
     6        |   Un Hombre y una Mujer                   
     5        |   Tommy                                   
     5        |   Nights in White Satin                   
     5        |   McQ                                     
     5        |   Meteor                                  
     5        |   Time Lock                               
     5        |   Rita, Sue & Bob Too                     
     5        |   Big Shots                               
     5        |   Enemies, a Love Story                   
     5        |   Sword of the Valiant                    
     5        |   Secret of My Success, The               
     5        |   Unbearable Lightness of Being, The      
     5        |   Time Bandits                            
     5        |   Family Business                         
     5        |   Casino                                  
     5        |   Van, The                                
     5        |   Operation Pacific                       
     5        |   Do the Right Thing                      
     5        |   Trapper County War                      
     5        |   Shooting Elizabeth                      
     5        |   Comfort of Strangers, The               
     5        |   Never Let Go                            
     5        |   Danton                                  
     4        |   Robin Williams                          
     4        |   Monty Python's Flying Circus            
     4        |   Modern Times                            
     4        |   Magic Town                              
     4        |   Another Time, Another Place             
     4        |   Sea Chase, The                          
     4        |   Crimes of Passion                       
     4        |   Plain Clothes                           
     4        |   Fort Apache                             
     4        |   Le Charme Discret de la Bourgeoisie     
     4        |   What Price Glory?                       
     4        |   Presidio, The                           
     4        |   Hook                                    
     4        |   Tonight for Sure                        
     4        |   Rumble Fish                             
     4        |   Terrorists, The                         
     4        |   Testament of Dr. Mabuse, The            
     4        |   Return of the Jedi                      
     4        |   Out of the Blue                         
     4        |   Losin' It                               
     3        |   O. C. & Stiggs                          
     3        |   Mr. & Mrs. Smith                        
     3        |   Paper Moon                              
     3        |   His Majesty O'Keefe                     
     3        |   Primal Rage                             
     3        |   Alan & Naomi                            
     3        |   Fugitive Kind, The                      
     3        |   Star Chamber, The                       
     3        |   Lawless Nineties, The                   
     3        |   Steve Martin Live!                      
     3        |   Elephant Man, The                       
     3        |   Fortune Cookie, The                     
     3        |   Dark Age                                
     3        |   Scenes from a Marriage                  
     3        |   This Is Horror                          
     3        |   John Wayne Matinee Double Feature, No. 2
     3        |   Days of Thunder                         
     3        |   John Wayne Collector's Limited Edition  
     3        |   Magician, The                           
     3        |   Internal Affairs                        
     3        |   Hope & Glory                            
     3        |   Molly Maguires, The                     
     3        |   Strictly Business                       
     3        |   River's Edge                            
     3        |   Two Jakes, The                          
     3        |   Four American Composers                 
     3        |   Johnny Dangerously                      
     3        |   Adam at 6 A.M.                          
     3        |   Russia House, The                       
     2        |   Running on Empty                        
     2        |   Mary White                              
     2        |   Out for Justice                         
     2        |   Gor                                     
     2        |   Racketeer                               
     2        |   Marnie                                  
     2        |   Curly Sue                               
     2        |   Taming of the Shrew, The                
     2        |   Running Away                            
     2        |   Blackmail                               
     2        |   Reuben, Reuben                          
     2        |   Hud                                     
     2        |   Winter Light                            
     2        |   Wind & the Lion, The                    
     2        |   Eraserhead                              
     2        |   Hoosiers                                
     2        |   A Walk in the Spring Rain               
     2        |   Five Easy Pieces                        
     2        |   Tokyo Pop                               
     2        |   So Ends Our Night                       
     2        |   Treasure Seekers, The                   
     1        |   Stavisky                                
     1        |   Last Emperor, The                       
     1        |   Cheyenne, The Iron Trail                
     1        |   Dead Calm                               
     1        |   Indiscreet                              
     1        |   Hells Angels on Wheels                  
     1        |   Anderson Tapes, The                     
     1        |   Wagonmaster                             
     1        |   Law of the Golden West                  
     1        |   Operation Crossbow                      
     1        |   Death Valley Days, No Gun Behind His Badge
     1        |   Ratboy                                  
     1        |   Holocaust                               
     1        |   Blade Runner                            
     1        |   A Show of Force                         
     1        |   Coming Home                             
     1        |   Conversation Piece                      
     1        |   An Officer & a Gentleman                
     0        |   Anna Christie                           
     0        |   Shalako                                 
     0        |   Flame & the Arrow, The                  
     0        |   Nightmare at Noon                       
     0        |   Tales of Tomorrow                       
     0        |   Knights & Emeralds                      
     0        |   Employee's Entrance                     
     0        |   Bank on the Stars                       
     0        |   Airport                                 
     0        |   White Lightning                         
     0        |   Drop Kick, The                          
     0        |   After the Rehearsal                     
     0        |   Hot Child in the City                   
     0        |   Desert Rider                            
     0        |   A Chorus of Disapproval                 
     0        |   It's My Turn                            
     0        |   Shout at the Devil                      
     0        |   Ninja, the Violent Sorcerer             
Part 2c
Finding keyword: 'Besson'
Besson, Luc
Part 2d
Release years of Action movies: 1926, 1932, 1939, 1940, 1942, 1943, 1949, 1950, 1951, 1953, 1954, 1956, 1957, 1958, 1959, 1960, 1961, 1962, 1964, 1966, 1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974, 1975, 1976, 1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 
Release years of Comedy movies: 1931, 1935, 1936, 1937, 1939, 1941, 1947, 1948, 1950, 1952, 1953, 1954, 1955, 1956, 1957, 1958, 1959, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974, 1975, 1976, 1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 
Release years of Action and Comedy movies are not equal. 
